지역,일자,지명,주소,좌표
경기,5/27,아인스호텔,제주특별자치도서귀포시서귀동162-7,"33.2454040755368,126.566379823182"
경기,5/27,사려니숲길,제주특별자치도제주시조천읍교래리산137-1,"33.4220328349945,126.62649730394567"
경기,5/27,순옥이네명가,제주특별자치도제주시도두일동2615-5,"33.505515927922644,126.46498161971583"
경기,5/27,제주공항,제주특별자치도제주시용담2동2002,"33.5070789578184,126.49276900424401"
대구,5/28,광명역,경기광명시일직동276-8,"37.416451341811104,126.88480397548899"
대구,5/28,동대구역,대구동구신암동294,"35.879323993179504,128.62839377538825"
대구,5/29,신선교회,인천중구신흥동3가39-13,"37.46184556577208,126.63631749160123"
대구,5/31,신선교회,인천중구신흥동3가39-13,"37.46184556577208,126.63631749160123"
경기,5/17,롯데리아안양중앙점,경기안양시만안구안양동710-57,"37.39475344217911,126.91773632544901"
경기,5/20,유실물보관소,경기안양시만안구안양동674-241,"37.3994348160073,126.922578520678"
경기,5/23,우당비산점,경기안양시동안구비산동571-1,"37.3980501829769,126.93331792185701"
경기,5/25,세븐일레븐안양관양점,경기안양시동안구관양동1383-8,"37.403102419384695,126.954691451774"
경기,5/23,세븐일레븐안양비산본점,경기안양시동안구비산동1034-15,"37.40234038838089,126.950766022941"
경기,5/25,세븐일레븐안양비산본점,경기안양시동안구비산동1034-15,"37.40234038838089,126.950766022941"
경기,5/26,인덕원역4호선,경기안양시동안구관양동1563,"37.40149417095971,126.97667985518699"
경기,5/27,창대한교회,경기군포시산본1동1056-1,"37.37552714767179,126.937998479096"
경기,5/28,창대한교회,경기군포시산본1동1056-1,"37.37552714767179,126.937998479096"
경기,5/29,창대한교회,경기군포시산본1동1056-1,"37.37552714767179,126.937998479096"
경기,5/28,CU군포제궁점,경기군포시금정동866-3,"37.359148158534204,126.94126735465498"
경기,5/28,코사마트적성그린마트점,경기군포시금정동744,"37.3614612695866,126.939820670317"
경기,5/22,멍트럴파크,경기시흥시대야동3-13,"37.470855289972896,126.78280769638"
경기,5/28,수원동부교회,경기수원시영통구매탄동492-14,"37.2559137951244,127.06058899806298"
경기,5/31,코로나19장안구보건소선별진료소,경기수원시장안구조원동888,"37.30437595313949,127.01028699688202"
경기,5/27,가천대학교글로벌캠퍼스예술대학1,경기성남시수정구복정동620-2,"37.4522977873577,127.12874076762002"
경기,5/27,C&C미술학원분당야탑캠퍼스,경기성남시분당구야탑동366-3,"C&CAcdemyofAr,37.4112607138921"
경기,5/28,가천대학교글로벌캠퍼스예술대학1,경기성남시수정구복정동620-2,"37.4522977873577,127.12874076762002"
경기,5/29,가천대학교글로벌캠퍼스예술대학1,경기성남시수정구복정동620-2,"37.4522977873577,127.12874076762002"
경기,5/28,C&C미술학원분당야탑캠퍼스,경기성남시분당구야탑동366-3,"C&CAcdemyofAr,37.4112607138921"
경기,5/29,더맘,경기성남시수정구복정동620,"37.4508745338602,127.12842188485799"
경기,5/31,카페사운드인,경기성남시수정구창곡동509,"37.4733914769673,127.142756632121"
경기,5/29,은혜신일교회,경기군포시산본동1060,"37.3721810796137,126.935269114939"
경기,5/28,수리산두꺼비,경기군포시속달동267,"37.3431588323502,126.89694625625002"
경기,5/28,카페루하,경기군포시도마교동488-4,"37.316276884189996,126.91944418584102"
경기,5/29,이학갈비산본점,경기군포시산본동1123-3,"37.36061245640529,126.929919504807"
경기,6/1,딩동댕어린이집,경기시흥시매화동243,"37.415788906151114,126.81222866474901"
인천,5/28,국제업무지구역인천1호선,인천연수구송도동78,"37.3996578386606,126.630542158102"
인천,5/28,조이분식,경기군포시산본동1060,"37.37209096721731,126.935251128798"
경기,5/28,코카콜라안양물류점,경기안양시만안구박달동621-2,"37.406622081387404,126.891424287379"
경기,5/29,코카콜라안양물류점,경기안양시만안구박달동621-2,"37.406622081387404,126.891424287379"
경기,5/28,양지초등학교,경기용인시처인구양지면양지리350,"37.23709464117369,127.28444812718799"
경기,5/28,GS25안양9동점,경기안양시만안구안양동1032-37,"37.388576818362004,126.908971293071"
경기,5/29,일심비젼교회,경기안양시만안구안양동427-30,"37.391528297963106,126.929710052822"
경기,5/29,제주고기국수,경기안양시만안구안양동414-4,"37.3923250414343,126.92712891228298"
경기,5/29,형제농산,경기안양시만안구안양동676-124,"37.397855199903695,126.92102614714402"
경기,5/29,피자가기가막혀안양점,경기안양시만안구안양동759-46,"37.3926785987228,126.90939546032098"
경기,5/30,금정제일공원어린이놀이터,경기군포시금정동755,"37.36075707974351,126.944345476288"
경기,6/2,프렌닥터중앙의원,경기남양주시금곡동153-6,"37.63406515232809,127.211367398995"
대구,6/1,코로나19수성구보건소선별진료소,대구수성구중동266-5,"35.84459708798885,128.61240314587994"
인천,5/31,정가며느리아구볼테기,인천남동구만수동975-5,"37.45181249993641,126.732326190879"
인천,6/1,정가며느리아구볼테기,인천남동구만수동975-5,"37.45181249993641,126.732326190879"
인천,5/29,산너머남촌인천본점,인천남동구수산동180-3,"37.4386089669348,126.719080277904"
인천,5/30,21세기약국,인천남동구만수동72-38,"37.4604685628296,126.733547708374"
서울,5/28,부활교회,서울양천구신월동178-16,"37.533634331084905,126.82683191474199"
서울,5/26,명동칼국수홍제점,서울서대문구홍제3동253-13,"37.58883902163912,126.94499583213101"
서울,5/29,명동칼국수홍제점,서울서대문구홍제3동253-13,"37.58883902163912,126.94499583213101"
서울,5/27,스타벅스강남2점,서울서초구서초동1307-28,"37.50018416133991,127.02556397147855"
서울,5/28,GS25S9점,서울서초구반포동128-7,"37.5042326273953,127.01527248453098"
서울,5/26,숙이네칼국수왕만두,서울영등포구당산동3가342-6,"37.5240575947332,126.896946821557"
서울,5/27,숙이네칼국수왕만두,서울영등포구당산동3가342-6,"37.5240575947332,126.896946821557"
서울,5/24,서서울호수공원,서울양천구신월동149-20,"37.52831979007011,126.830251743957"
서울,5/29,고바우마트,서울양천구신월동147-2,"37.5355638802805,126.827795958637"
서울,5/26,빽다방동여의도점,서울영등포구여의도동43-4,"37.52049410239515,126.93168311340466"
서울,5/26,IFC몰,서울영등포구여의도동23-1,"37.52506684220809,126.925955827282"
서울,5/26,올리브영당산역점,서울영등포구당산동5가16-3,"37.5338425121035,126.90121460164698"
서울,5/26,세븐일레븐당산역본점,서울영등포구당산동6가306-1,"37.53482728096429,126.902267787522"
서울,5/27,GS25대방역점,서울영등포구신길동1432,"37.51387681659669,126.92664667803419"
서울,5/28,올리브영대방역점,서울영등포구신길동1300,"37.51251515012543,126.92481678443417"
서울,5/28,피슈마라홍탕여의도점,서울영등포구여의도동35-2,"37.5217227273387,126.92660607898699"
서울,5/28,서울커피여의도점,서울영등포구여의도동43-4,"37.520183344155086,126.9318349776066"
서울,5/28,고기앤밥,서울영등포구여의도동54-6,"37.51798189950641,126.932894621601"
서울,5/28,양화한강공원,서울영등포구당산동96-1,"37.537808342697296,126.90293825104"
서울,5/29,닥터킴이비인후과,서울영등포구여의도동35-5,"37.52159189348169,126.92487328850399"
서울,5/29,신우리약국,서울영등포구여의도동35-5,"37.5214117160892,126.92490966816901"
서울,5/29,세븐일레븐여의진주점,서울영등포구여의도동53-12,"37.51840750297089,126.93347792612984"
서울,5/25,뮤직스튜디오온,서울영등포구여의도동43-4,"37.5201941032677,126.93174334056101"
서울,5/25,김가네,서울영등포구여의도동43-3,"37.5209399181946,126.93137162364098"
서울,5/25,CU여의도아이비점,서울영등포구여의도동43-4,"37.52041389289679,126.93164811921001"
서울,5/27,닥터킴이비인후과,서울영등포구여의도동35-5,"37.52159189348169,126.92487328850399"
서울,5/27,신우리약국,서울영등포구여의도동35-5,"37.5214117160892,126.92490966816901"
서울,5/27,매머드커피한국노총점,서울영등포구여의도동35,"37.521953611121596,126.926972483577"
서울,5/27,뮤직스튜디오온,서울영등포구여의도동43-4,"37.5201941032677,126.93174334056101"
서울,5/28,카페진정성여의도점,서울영등포구여의도동45-1,"37.519744932795604,126.92806510708758"
서울,5/28,브레드피트,서울영등포구여의도동43-4,"37.520183344155086,126.9318349776066"
서울,5/28,뮤직스튜디오온,서울영등포구여의도동43-4,"37.5201941032677,126.93174334056101"
서울,5/24,백미당디큐브시티점,서울구로구신도림동692,"37.5088409881371,126.889457711091"
서울,5/24,등촌칼국수,서울강서구등촌1동654-95,"37.5560227498587,126.856725991647"
서울,5/29,현대백화점목동점,서울양천구목동916,"37.52665408929826,126.87525853214666"
서울,5/29,시장할인마트,서울영등포구양평동4가178,"37.53744223977829,126.896231424949"
경기,6/4,리치웨이,서울관악구신림동1655-24,"37.48212141306102,126.901413887108"
경기,5/31,구일가든,경기광주시곤지암읍곤지암리555-91,"37.3486093223626,127.34817015555798"
경기,5/28,딩동댕어린이집,경기시흥시매화동243,"37.415788906151114,126.81222866474901"
경기,5/29,딩동댕어린이집,경기시흥시매화동243,"37.415788906151114,126.81222866474901"
경기,5/31,코사마트능곡주공점,경기시흥시능곡동800,"37.363728536942716,126.81264744831901"
경기,5/26,일산백병원장례식장,경기고양시일산서구대화동2240,"37.674379593526595,126.750390707707"
경기,5/31,사능교회비전센타,경기남양주시진건읍용정리794-107,"37.655060160433,127.17964625781302"
경기,6/1,마석역경춘선,경기남양주시화도읍마석우리271-15,"37.65279221550101,127.311686554885"
경기,6/1,상봉역,서울중랑구상봉동100-9,"37.596709775502205,127.085746686941"
경기,6/1,회기역1호선,서울동대문구휘경동317-101,"37.58979621966011,127.05804836927301"
경기,6/1,종로5가역1호선,서울종로구종로5가82-1,"37.57097610836901,127.001539477188"
경기,5/31,이선생왕코다리,서울양천구신월동447-3,"37.52513318366851,126.841440479458"
경북,6/5,경상북도안동의료원,경북안동시북문동470,"Gyeosbuk-do,36.568268798255296"
대구,5/27,디자인오브수학학원,대구달서구상인동874-1,"35.82033958611499,128.54654845349117"
대구,5/27,SAM(샘)ACADEMY수학과학학원,대구달서구상인동874-1,"35.82033958611499,128.54654845349117"
대구,5/28,썅떼PC방,대구달서구상인동874-1,"35.82033958611499,128.54654845349117"
경기,5/31,본죽안양동편마을점,경기안양시동안구관양동1715-3,"37.407791171265,126.97150362410875"
경기,6/2,인덕원역4호선,경기안양시동안구관양동1563,"37.40149417095971,126.97667985518699"
경기,6/1,인덕원역4호선,경기안양시동안구관양동1563,"37.40149417095971,126.97667985518699"
경기,6/3,인덕원역4호선,경기안양시동안구관양동1563,"37.40149417095971,126.97667985518699"
경기,5/31,예전제일교회,경기안양시만안구안양동695-224,"37.400332426414906,126.918835906641"
경기,5/31,사능교회비전센타,경기남양주시진건읍용정리794-107,"37.655060160433,127.17964625781302"
경기,6/1,회기역1호선,서울동대문구휘경동317-101,"37.58979621966011,127.05804836927301"
경기,6/2,프렌닥터중앙의원,경기남양주시금곡동153-6,"37.63406515232809,127.211367398995"
경기,6/1,자연한의원,경기안산시단원구선부동1076-4,"37.3359360993646,126.81193111046099"
경기,5/30,미소육화밥상&화로구이,경기화성시서신면매화리269-4,"37.1672356010072,126.71004021217"
경기,5/30,송산포도휴게소평택방향,경기화성시송산면고정리349-26,"SosGrpeResAre,37.2372185125942"
경기,5/31,에덴반석교회,경기오산시외삼미동289-17,"37.1928909821277,127.06040569988399"
경기,5/29,오디세이더테라스뷰오피스텔,경기화성시능동1064-1,"37.21858237543922,127.05915866289358"
경기,5/29,이매너스블루,경기화성시능동1063-1,"37.218117160155906,127.05970473670001"
서울,5/2,숭실대학교형남공학관,서울동작구상도동511,"SoosiUiversiy,37.49576687499268"
충남,6/3,입장면행정복지센터,충남천안시서북구입장면하장리77-1,"36.91280880754089,127.22116572211701"
인천,6/2,롯데마트영종점,인천중구운서동2803-2,"37.49258233352659,126.491329709902"
인천,6/4,베스트이비인후과의원,인천중구운서동2795-1,"37.493683403367406,126.490087420478"
경기,6/1,GS25판교뉴도서관점,경기성남시분당구판교동612-4,"37.390595294844694,127.090787229414"
경기,6/2,GS25판교뉴도서관점,경기성남시분당구판교동612-4,"37.390595294844694,127.090787229414"
경기,6/5,큰나무교회,경기용인시수지구신봉동52-1,"37.3235449711215,127.08003780883702"
경기,6/3,초가마을,경기화성시정남면발산리723-1,"37.16120955538611,126.98244606747701"
경기,6/3,화성동탄경찰서,경기화성시오산동962-1,"37.1857909961083,127.093266888495"
경기,6/3,골프존파크정남오션스크린점,경기화성시정남면신리109-1,"37.163918132022616,126.98242855307642"
경기,6/4,워시아지트동탄점,경기화성시영천동741-1,"37.2042778426126,127.12380340472"
경기,6/4,토리헤어청계점,경기화성시청계동535-5,"37.20034060327854,127.11449283046538"
경기,6/4,더마플수학전문학원,경기화성시청계동535-2,"37.1999164167408,127.113338752707"
경기,6/4,김밥그립지,경기화성시청계동536,"37.200131031514594,127.11503769473602"
경기,6/4,이마트에브리데이동탄카림점,경기화성시청계동536,"37.19952202220239,127.11493314199623"
서울,5/30,신호균모두드림내과의원,서울성동구하왕십리동966-2,"memberofheA-DremIerMedicieCiic,37.5629060433892"
서울,5/30,우인약국,서울성동구하왕십리동966-2,"Ld.,37.5628988292642"
서울,6/1,윤이비인후과의원,서울성동구행당동140,"37.558162225181505,127.035478871113"
서울,6/4,윤이비인후과의원,서울성동구행당동140,"37.558162225181505,127.035478871113"
서울,6/1,평안약국,서울성동구행당1동140,"Ld.,37.5582450828469"
서울,6/4,혜민약국,서울성동구행당동12-5,"37.5602253216514,127.041573491721"
서울,6/5,서울아산병원신관,서울송파구풍납동388-1,"37.527475833315094,127.10924841093998"
서울,6/3,효창공원,서울용산구효창동255,"37.545082237474695,126.961037545693"
서울,6/4,효창공원,서울용산구효창동255,"37.545082237474695,126.961037545693"
서울,6/1,KB국민은행천호동지점,서울강동구천호동419-3,"37.54032814274311,127.12683716069401"
서울,6/1,LG유플러스천호동천호로데오점,서울강동구천호동412-6,"37.53961019781501,127.127532944518"
서울,6/1,강동농협하나로마트로데오점,서울강동구천호동421-4,"37.540209792032506,127.12713454537561"
서울,6/3,한양성심의원,서울강동구상일동437-5,"37.5465607129906,127.171487006702"
서울,6/3,메디팜미래로약국,서울강동구상일동437-9,"37.54636288163019,127.171219497113"
서울,6/3,CU구로공단점,서울관악구신림동1655-20,"37.48256488214891,126.90162134089998"
서울,6/3,온누리대산약국,서울관악구신림동1655-16,"37.48292560083126,126.9020007624422"
서울,6/1,CA할인마트,서울마포구공덕동256-30,"37.5449535619668,126.953990164479"
경기,6/4,거묵마트,경기용인시수지구상현동257-22,"37.308015094563395,127.084718396095"
경기,6/2,거묵마트,경기용인시수지구상현동257-22,"37.308015094563395,127.084718396095"
경기,6/3,거묵마트,경기용인시수지구상현동257-22,"37.308015094563395,127.084718396095"
경기,6/4,명가네순대국,경기용인시수지구상현동66-18,"37.309293606273904,127.08604639773299"
경기,6/3,스카이사우나,경기성남시수정구수진1동55,"37.44075017984179,127.132201391655"
경기,6/2,대신셀프식당,경기시흥시정왕동2642,"37.32679483402246,126.69119615325955"
경기,6/3,세븐일레븐시화MTV점,경기시흥시정왕동2597-11,"37.3288936448686,126.69583963644402"
경기,6/4,세븐일레븐시화MTV점,경기시흥시정왕동2597-11,"37.3288936448686,126.69583963644402"
대전,6/3,할머니추어탕,대전유성구반석동317-4,"36.39097685430821,127.30752369308598"
경기,6/3,내토왕코다리,세종특별자치시보람동700-98,"36.47801246291139,127.28828942870068"
경기,6/3,배부장찌개세종보람점,세종특별자치시보람동629-5,"36.47748256522251,127.2901554073391"
인천,6/2,스파세븐,인천부평구삼산동461-5,"37.5072397370603,126.73593309897602"
서울,6/5,늘푸른교회,서울구로구개봉2동255-3,"37.491180414240404,126.860540745224"
서울,6/4,늘푸른교회,서울구로구개봉2동255-3,"37.491180414240404,126.860540745224"
서울,6/3,늘푸른교회,서울구로구개봉2동255-3,"37.491180414240404,126.860540745224"
서울,6/1,목동탁구클럽,서울양천구목2동526-2,"37.546120881608616,126.87420766888198"
서울,6/2,목동탁구클럽,서울양천구목2동526-2,"37.546120881608616,126.87420766888198"
서울,6/2,나온힐링대중사우나,서울강북구수유동229-49,"37.6379676622979,127.024186944322"
서울,6/3,전통만두,서울강북구수유동229-18,"37.637682152118344,127.02368380876584"
서울,5/30,그린웍스,서울성동구용답동182-11,"37.559660998209,127.05545806638"
서울,6/4,닥터홍가정의학과의원,서울성동구옥수동363,"memberofhefmiymedicieciic.,37.54257192637359"
서울,6/4,어울림온누리약국,서울성동구옥수동363,"37.54257192637354,127.016470680712"
서울,6/7,롯데월드,서울송파구잠실동40-1,"37.5113216558007,127.09806802140699"
경기,6/3,천년초바지락칼국수,경기김포시풍무동405-2,"37.6045888647973,126.722670090035"
경기,5/31,봉화산옹기테마공원,서울중랑구신내동777,"37.612633628270686,127.08851491815999"
경기,6/5,잠실역2호선,서울송파구신천동8,"37.513312862699,127.10022875908201"
서울,6/2,신통한성모마취통증의학과의원,서울강북구번동418-8,"37.639123790587796,127.02754553592601"
서울,6/4,가락공판장옥수점,서울성동구옥수동561,"37.5445073929633,127.015588483335"
서울,6/4,옥수동주민센터,서울성동구옥수동560,"37.541656271706614,127.0181032699811"
서울,6/4,초록마을옥수점,서울성동구옥수동561,"37.544309206306,127.015334971467"
서울,6/4,밀도옥수점,서울성동구옥수동561,"37.544180388226934,127.0151425793309"
경기,6/3,동안부동산,경기안양시동안구평촌동896-6,"37.39063939732839,126.96505192935699"
경기,6/4,삼흥환경건설,경기군포시당정동974-3,"Ld.,37.34811853260904"
경기,6/1,KDM아카데미위례점,경기성남시수정구창곡동509-2,"37.47223358126301,127.142838085216"
경기,6/3,KDM아카데미위례점,경기성남시수정구창곡동509-2,"37.47223358126301,127.142838085216"
경남,6/6,프랑브와즈양산점,경남양산시물금읍가촌리1270-8,"35.31749274582161,129.00161985565515"
경남,6/5,양산에이스사우나,경남양산시물금읍가촌리1269-10,"35.31844068991313,129.0013518602067"
경남,6/6,점핑하이용화점,충남아산시용화동1602,"36.7740923320505,127.01196760842998"
경남,6/4,점핑하이용화점,충남아산시용화동1602,"36.7740923320505,127.01196760842998"
경남,6/5,점핑하이용화점,충남아산시용화동1602,"36.7740923320505,127.01196760842998"
경남,6/3,점핑하이용화점,충남아산시용화동1602,"36.7740923320505,127.01196760842998"
서울,6/6,공덕할인마트,서울마포구신공덕동13-11,"37.545920010455596,126.95549684765301"
서울,6/5,SJ투자회사,서울강서구마곡동727-1176,"37.55931399088023,126.8352382965275"
서울,5/31,둔촌참숯찜질사우나,서울강동구둔촌동556,"37.52886327750478,127.14307723448698"
서울,6/1,강동고려의원,서울강동구성내동439-14,"37.52492851624362,127.13472546076186"
서울,6/1,베스트약국,서울강동구성내동439-14,"37.5248041937524,127.134711661957"
서울,6/2,서울선린초등학교병설유치원,서울강동구둔촌동91-17,"37.529645471295204,127.14592066141302"
서울,6/3,서울선린초등학교병설유치원,서울강동구둔촌동91-17,"37.529645471295204,127.14592066141302"
서울,6/4,서울선린초등학교병설유치원,서울강동구둔촌동91-17,"37.529645471295204,127.14592066141302"
서울,6/3,김형석한의원,서울강동구천호동393-43,"memberofheKoreMedicAssociio.,37.5425107358408"
서울,6/5,부부온누리약국,서울강동구둔촌동89,"37.52941980123694,127.14332040410395"
서울,6/5,연세이내과의원,서울강동구둔촌2동89,"37.5293999490563,127.143345255578"
강원,6/7,남춘천역,강원춘천시퇴계동633-2,"37.8640540774308,127.723818912124"
인천,6/9,가정역인천2호선,인천서구가정동산116-5,"37.524816861951095,126.675357432309"
인천,6/9,주안역1호선,인천미추홀구주안동125,"37.4650532935666,126.679970189053"
인천,6/9,신도림역1호선,서울구로구신도림동460-26,"37.508908482648,126.89131250085099"
인천,6/9,까치산역5호선,서울강서구화곡동662-5,"37.5322306724471,126.846444264065"
인천,6/9,화곡6동주민센터,서울강서구화곡동980-30,"37.55179062945619,126.850084357455"
인천,6/4,용현1,4동행정복지센터,"ddress_eishYohyeo1,4-doAdmiisriveWefreCeer"
인천,6/8,인천문학초등학교,인천미추홀구문학동343-2,"37.4395325065415,126.682424743198"
인천,6/8,남인천여자중학교,인천미추홀구관교동343-1,"37.44512465706971,126.6942215915207"
서울,6/6,예수비전교회,서울금천구독산동199-11,"37.470859071890786,126.90174520814"
서울,6/7,금천체육공원,서울금천구독산동산118-4,"37.4682335409953,126.908494973796"
서울,6/6,공덕할인마트,서울마포구신공덕동13-11,"37.545920010455596,126.95549684765301"
경기,6/4,광명종합사회복지관,경기광명시광명동158-970,"37.4809110229058,126.85046576941102"
경기,6/6,명동사우나,경기광명시철산동245-4,"37.4768497259953,126.869064566659"
경기,6/8,왕내과의원,경기광명시광명동158-86,"37.4799391904228,126.85435694537202"
경기,6/5,어사출또,경기광명시광명동150-15,"37.47905309109961,126.85623090482"
경기,6/5,메종드마홍,경기광명시하안동883-1,"37.45305233338209,126.862804131412"
경기,5/26,뉴코아부천4층,경기부천시상동539-1,"37.50466291703332,126.75650535622601"
경기,5/27,뉴코아부천4층,경기부천시상동539-1,"37.50466291703332,126.75650535622601"
경기,5/28,뉴코아부천4층,경기부천시상동539-1,"37.50466291703332,126.75650535622601"
경기,5/31,뉴코아부천4층,경기부천시상동539-1,"37.50466291703332,126.75650535622601"
경기,6/2,뉴코아부천4층,경기부천시상동539-1,"37.50466291703332,126.75650535622601"
경기,6/1,뉴코아부천4층,경기부천시상동539-1,"37.50466291703332,126.75650535622601"
경기,6/3,뉴코아부천4층,경기부천시상동539-1,"37.50466291703332,126.75650535622601"
경기,6/4,뉴코아부천4층,경기부천시상동539-1,"37.50466291703332,126.75650535622601"
경기,6/5,뉴코아부천4층,경기부천시상동539-1,"37.50466291703332,126.75650535622601"
경기,6/6,뉴코아부천4층,경기부천시상동539-1,"37.50466291703332,126.75650535622601"
경기,6/7,뉴코아부천4층,경기부천시상동539-1,"37.50466291703332,126.75650535622601"
경기,6/6,탄현역경의중앙선,경기고양시일산서구덕이동238-12,"37.6939889446111,126.76107826257599"
인천,6/10,코로나19부평구보건소선별진료소,인천부평구부평동442-1,"37.49883370697678,126.724246834459"
서울,6/6,최민헤어,서울노원구상계동1285,"37.6670202937418,127.07886374539399"
서울,6/9,서울영어마을수유캠프,서울강북구수유동522,"37.6403556594056,127.008271048628"
서울,6/7,예수비전교회,서울금천구독산동199-11,"37.470859071890786,126.90174520814"
서울,6/9,코스모스즉석떡볶이군자점,서울광진구군자동45-35,"37.55577427811151,127.077533137319"
서울,6/9,스타벅스군자역점,서울광진구군자동478-5,"37.5570491957957,127.07888351324098"
서울,6/8,코엑스짐,서울광진구중곡동157-1,"37.5576286636971,127.080033998656"
서울,6/7,CU관악한울점,서울관악구봉천동874-4,"37.4819070281334,126.950329451408"
서울,6/7,GS25봉천메트로점,서울관악구봉천동870-13,"37.481644509143514,126.95171802581355"
대구,6/11,계명대학교대구동산병원,대구중구동산동194,"35.86974791242753,128.58293905690988"
서울,6/10,칠성포차까치산역점,서울강서구화곡동346-2,"37.532478670031395,126.84592331834901"
서울,6/7,동일교회,서울중랑구신내동658,"37.610864786434576,127.09458114489632"
서울,6/8,크로스핏블루라군,서울중랑구묵1동170-27,"37.6142237384582,127.077154324425"
서울,6/9,크로스핏블루라군,서울중랑구묵1동170-27,"37.6142237384582,127.077154324425"
서울,6/8,중화역7호선,서울중랑구중화동50-3,"37.60255269432561,127.079312037122"
서울,6/8,고투면목점,서울중랑구면목동650,"37.579547271130096,127.08629757841999"
서울,6/9,다오헤어,서울노원구월계동413-1,"37.62323857937436,127.06097762848835"
서울,6/9,용기사식당,서울노원구월계동926,"37.6219812517434,127.06184314857701"
서울,6/7,애슐리W가산재능점,서울금천구가산동459-11,"37.4817213785291,126.88178684707698"
서울,6/6,제이씨엠스파,서울강남구역삼동796-29,"37.493007799068494,127.03914345284099"
서울,6/7,삼호궁전사우나,서울서초구양재동275-6,"37.47761313699697,127.0443405140179"
충남,6/11,백제종합병원,충남논산시취암동139-2,"36.19258722796958,127.094263131618"
인천,6/12,학마을공원화장실,인천계양구병방동432-4,"37.54410523877627,126.74172570169523"
서울,6/10,상쾌한이치과,서울영등포구여의도동23,"37.5251346267091,126.92486068583"
서울,6/11,상쾌한이치과,서울영등포구여의도동23,"37.5251346267091,126.92486068583"
서울,6/9,크로스핏블루라군,서울중랑구묵동170-38,"37.61420933449959,127.077136187571"
서울,6/10,크로스핏블루라군,서울중랑구묵동170-38,"37.61420933449959,127.077136187571"
서울,6/5,성북제일의원,서울성북구종암동66-3,"37.5979783158405,127.03460771944629"
서울,6/6,회현역4호선,서울중구남창동116-1,"37.558760244882336,126.97843725718793"
서울,6/6,성신여대입구역4호선,서울성북구동선동1가101-1,"37.59296993154071,127.017124928876"
서울,6/6,광운대역1호선,서울노원구월계동85,"37.6238373628149,127.061695160651"
서울,6/5,광운대역1호선,서울노원구월계동85,"37.6238373628149,127.061695160651"
서울,6/7,광운대역1호선,서울노원구월계동85,"37.6238373628149,127.061695160651"
서울,6/8,광운대역1호선,서울노원구월계동85,"37.6238373628149,127.061695160651"
서울,6/7,버거킹강남교보점,서울서초구반포동748-11,"37.504496134068795,127.02369369624384"
서울,6/7,매머드익스프레스제일kcc점,서울서초구반포동745-6,"37.503784893372185,127.020750731046"
서울,6/7,액트짐,서울서초구반포동746-8,"37.50400827617479,127.02112627047902"
서울,6/7,팔팔민물장어,서울서초구반포동745,"37.50335618613149,127.019750855411"
서울,6/8,액트짐,서울서초구반포동746-8,"37.50400827617479,127.02112627047902"
서울,6/9,액트짐,서울서초구반포동746-8,"37.50400827617479,127.02112627047902"
서울,6/7,GS25반포2점,서울서초구반포동741,"37.50450930412318,127.02073735997101"
경기,6/8,경희아침한의원,경기안양시동안구관양1동1451-1,"37.403476333482004,126.96237144515102"
경기,6/9,연소아청소년과의원,경기안양시동안구관양동1432-8,"37.404897384795,126.965804308881"
경기,6/9,안앙역꼬맹이김밥,경기안양시만안구안양동88-1,"37.40143535885921,126.92300112189301"
경기,6/8,인덕원역4호선,경기안양시동안구관양동1563,"37.40149417095971,126.97667985518699"
경기,6/9,인덕원역4호선,경기안양시동안구관양동1563,"37.40149417095971,126.97667985518699"
경기,5/27,다이소이천중앙점,경기이천시창전동154-1,"37.280957568397675,127.4408224139392"
경기,5/27,이천농협하나로마트본점,경기이천시창전동458-4,"37.2813745570129,127.44878575632401"
경기,6/5,연세두루의원,경기이천시창전동162-3,"37.2809643284037,127.44479612161798"
경기,6/5,옵티마정원약국,경기이천시창전동162-3,"37.28096096160619,127.444732956119"
경기,6/5,아트박스이천점,경기이천시창전동160-3,"37.2804691205037,127.444220389562"
경기,6/9,버드나무도토리묵밥집,경기이천시대포동587-5,"37.20862113765751,127.45352754023699"
경기,6/10,정이비인후과의원,경기이천시창전동463-18,"37.2802780504617,127.44710590036"
인천,6/11,청운지역아동센터,인천계양구효성동33-2,"37.534771330631514,126.70861414526802"
인천,6/11,청운지역아동센터,인천계양구효성동33-2,"37.534771330631514,126.70861414526802"
인천,6/10,청운지역아동센터,인천계양구효성동33-2,"37.534771330631514,126.70861414526802"
인천,6/12,청운지역아동센터,인천계양구효성동33-2,"37.534771330631514,126.70861414526802"
서울,6/11,나주곰탕서울대점,서울관악구봉천동862-9,"37.48029320744379,126.952238970843"
서울,6/11,아이클래스공부동산,서울관악구봉천동1568-1,"37.479195899427395,126.950347074109"
서울,6/11,여기는카페다,서울관악구봉천동869-6,"37.48114311493241,126.950669140635"
서울,6/11,심통난초밥,서울관악구봉천동858-7,"37.481359555535896,126.953376821544"
서울,6/12,히토리더야끼동,서울관악구낙성대동1612-5,"37.47928177366669,126.95557257567802"
경기,6/9,우성약국,경기성남시중원구상대원2동4128,"Ld.,37.436494598718696"
경기,6/8,연세모두의원,경기성남시분당구야탑동360-1,"37.4135099551986,127.129568991416"
경기,6/11,야탑이비인후과의원,경기성남시분당구야탑동358-2,"37.410887680438,127.12819997302799"
경기,6/8,한울가정의원,경기성남시수정구신흥3동3433,"37.4445088792574,127.144787828267"
